index,artist,genre,style
52718,Unknown Artist,religious_painting,Early_Renaissance
52719,aleksey-savrasov,landscape,Realism
52720,Unknown Artist,genre_painting,New_Realism
52721,vasily-polenov,landscape,Realism
52722,pietro-perugino,religious_painting,High_Renaissance
52723,Unknown Artist,genre_painting,Impressionism
52724,konstantin-korovin,landscape,Art_Nouveau
52725,Unknown Artist,landscape,Fauvism
52726,camille-corot,landscape,Realism
52727,Unknown Artist,genre_painting,Art_Nouveau
52728,Unknown Artist,landscape,Post_Impressionism
52729,vasily-polenov,religious_painting,Realism
52730,Unknown Artist,genre_painting,Cubism
52731,fernand-leger,sketch_and_study,Naive_Art_Primitivism
52732,Unknown Artist,portrait,Symbolism
52733,Unknown Artist,abstract_painting,Cubism
52734,Unknown Artist,landscape,Impressionism
52735,Unknown Artist,portrait,Realism
52736,Unknown Artist,religious_painting,Realism
52737,Unknown Artist,landscape,Realism
52738,alfred-sisley,landscape,Impressionism
52739,Unknown Artist,religious_painting,Northern_Renaissance
52740,Unknown Artist,landscape,Expressionism
52741,felix-vallotton,portrait,Art_Nouveau
52742,Unknown Artist,still_life,Post_Impressionism
52743,Unknown Artist,portrait,Rococo
52744,dante-gabriel-rossetti,portrait,Romanticism
52745,georges-seurat,genre_painting,Post_Impressionism
52746,Unknown Artist,cityscape,Impressionism
52747,Unknown Artist,illustration,Symbolism
52748,leonardo-da-vinci,sketch_and_study,Early_Renaissance
52749,Unknown Artist,illustration,Art_Nouveau
52750,alfred-sisley,landscape,Impressionism
52751,Unknown Artist,portrait,Abstract_Expressionism
52752,Unknown Artist,abstract_painting,Abstract_Expressionism
52753,zinaida-serebriakova,genre_painting,Art_Nouveau
52754,ivan-kramskoy,portrait,Realism
52755,Unknown Artist,genre_painting,Expressionism
52756,orest-kiprensky,sketch_and_study,Romanticism
52757,peter-paul-rubens,religious_painting,Baroque
52758,vasily-polenov,landscape,Realism
52759,Unknown Artist,religious_painting,High_Renaissance
52760,antoine-blanchard,cityscape,Impressionism
52761,Unknown Artist,genre_painting,New_Realism
52762,Unknown Artist,genre_painting,Realism
52763,berthe-morisot,genre_painting,Impressionism
52764,titian,portrait,High_Renaissance
52765,zinaida-serebriakova,portrait,Expressionism
52766,Unknown Artist,cityscape,Post_Impressionism
52767,jacek-malczewski,genre_painting,Romanticism
52768,Unknown Artist,religious_painting,High_Renaissance
52769,Unknown Artist,genre_painting,Realism
52770,Unknown Artist,portrait,Realism
52771,georges-braque,still_life,Cubism
52772,Unknown Artist,sketch_and_study,Rococo
52773,Unknown Artist,genre_painting,Romanticism
52774,gustave-loiseau,cityscape,Post_Impressionism
52775,Unknown Artist,genre_painting,Baroque
52776,georges-braque,still_life,Expressionism
52777,camille-corot,landscape,Realism
52778,Unknown Artist,still_life,Impressionism
52779,orest-kiprensky,portrait,Romanticism
52780,nikolay-bogdanov-belsky,genre_painting,Impressionism
52781,hieronymus-bosch,religious_painting,Northern_Renaissance
52782,Unknown Artist,religious_painting,Early_Renaissance
52783,maurice-prendergast,cityscape,Post_Impressionism
52784,Unknown Artist,abstract_painting,Minimalism
52785,Unknown Artist,landscape,Contemporary_Realism
52786,antoine-blanchard,cityscape,Impressionism
52787,dante-gabriel-rossetti,portrait,Romanticism
52788,Unknown Artist,portrait,Mannerism_Late_Renaissance
52789,Unknown Artist,religious_painting,Northern_Renaissance
52790,nikolay-bogdanov-belsky,genre_painting,Impressionism
52791,Unknown Artist,portrait,Expressionism
52792,Unknown Artist,landscape,Impressionism
52793,georges-braque,still_life,Expressionism
52794,mary-cassatt,portrait,Impressionism
52795,Unknown Artist,religious_painting,Baroque
52796,raoul-dufy,cityscape,Fauvism
52797,william-merritt-chase,landscape,Impressionism
52798,ivan-kramskoy,portrait,Realism
52799,vasily-surikov,portrait,Realism
52800,Unknown Artist,religious_painting,Early_Renaissance
52801,Unknown Artist,portrait,Post_Impressionism
52802,ilya-mashkov,still_life,Fauvism
52803,mikalojus-ciurlionis,landscape,Symbolism
52804,Unknown Artist,illustration,Art_Nouveau
52805,Unknown Artist,portrait,Romanticism
52806,Unknown Artist,landscape,Impressionism
52807,vasily-vereshchagin,genre_painting,Realism
52808,william-turner,cityscape,Romanticism
52809,Unknown Artist,landscape,Impressionism
52810,nikolay-bogdanov-belsky,cityscape,Impressionism
52811,Unknown Artist,portrait,Romanticism
52812,ernst-ludwig-kirchner,genre_painting,Expressionism
52813,Unknown Artist,abstract_painting,Color_Field_Painting
52814,Unknown Artist,religious_painting,Mannerism_Late_Renaissance
52815,Unknown Artist,portrait,Impressionism
52816,vasily-vereshchagin,landscape,Realism
52817,Unknown Artist,still_life,Realism
52818,Unknown Artist,portrait,Baroque
52819,david-burliuk,genre_painting,Naive_Art_Primitivism
52820,mstislav-dobuzhinsky,cityscape,Symbolism
52821,Unknown Artist,portrait,Symbolism
52822,ernst-ludwig-kirchner,landscape,Expressionism
52823,joaquã­n-sorolla,portrait,Impressionism
52824,frans-hals,portrait,Baroque
52825,william-merritt-chase,landscape,Impressionism
52826,Unknown Artist,portrait,Romanticism
52827,Unknown Artist,abstract_painting,Color_Field_Painting
52828,francisco-goya,genre_painting,Romanticism
52829,Unknown Artist,genre_painting,Post_Impressionism
52830,Unknown Artist,abstract_painting,Color_Field_Painting
52831,Unknown Artist,portrait,Realism
52832,Unknown Artist,landscape,Baroque
52833,Unknown Artist,genre_painting,Symbolism
52834,aubrey-beardsley,illustration,Art_Nouveau
52835,pietro-perugino,religious_painting,High_Renaissance
52836,konstantin-somov,genre_painting,Symbolism
52837,Unknown Artist,landscape,Baroque
52838,Unknown Artist,landscape,Symbolism
52839,Unknown Artist,portrait,Expressionism
52840,bartolome-esteban-murillo,religious_painting,Baroque
52841,Unknown Artist,still_life,Baroque
52842,Unknown Artist,landscape,Post_Impressionism
52843,Unknown Artist,sketch_and_study,Early_Renaissance
52844,Unknown Artist,religious_painting,Baroque
52845,Unknown Artist,still_life,Cubism
52846,maurice-prendergast,genre_painting,Post_Impressionism
52847,titian,portrait,High_Renaissance
52848,Unknown Artist,genre_painting,Rococo
52849,Unknown Artist,religious_painting,Realism
52850,Unknown Artist,portrait,Realism
52851,Unknown Artist,cityscape,Ukiyo_e
52852,sam-francis,abstract_painting,Abstract_Expressionism
52853,Unknown Artist,religious_painting,Early_Renaissance
52854,michelangelo,religious_painting,High_Renaissance
52855,Unknown Artist,genre_painting,Realism
52856,Unknown Artist,cityscape,Romanticism
52857,Unknown Artist,landscape,Post_Impressionism
52858,Unknown Artist,cityscape,Post_Impressionism
52859,mary-cassatt,sketch_and_study,Impressionism
52860,sam-francis,abstract_painting,Color_Field_Painting
52861,amedeo-modigliani,portrait,Expressionism
52862,thomas-eakins,portrait,Realism
52863,Unknown Artist,genre_painting,Realism
52864,Unknown Artist,landscape,Post_Impressionism
52865,peter-paul-rubens,religious_painting,Baroque
52866,edward-burne-jones,religious_painting,Romanticism
52867,edouard-cortes,cityscape,Post_Impressionism
52868,Unknown Artist,landscape,Romanticism
52869,Unknown Artist,illustration,Cubism
52870,el-greco,religious_painting,Mannerism_Late_Renaissance
52871,Unknown Artist,religious_painting,High_Renaissance
52872,hieronymus-bosch,religious_painting,Northern_Renaissance
52873,Unknown Artist,genre_painting,Northern_Renaissance
52874,henri-matisse,landscape,Post_Impressionism
52875,hieronymus-bosch,religious_painting,Northern_Renaissance
52876,gustave-loiseau,landscape,Post_Impressionism
52877,canaletto,sketch_and_study,Baroque
52878,henri-matisse,genre_painting,Fauvism
52879,Unknown Artist,landscape,New_Realism
52880,Unknown Artist,genre_painting,Impressionism
52881,hans-holbein-the-younger,religious_painting,Northern_Renaissance
52882,Unknown Artist,still_life,Expressionism
52883,alfred-sisley,cityscape,Impressionism
52884,vasily-perov,portrait,Realism
52885,dante-gabriel-rossetti,portrait,Romanticism
52886,camille-corot,portrait,Realism
52887,henri-matisse,portrait,Post_Impressionism
52888,vasily-perov,portrait,Realism
52889,henri-matisse,portrait,Post_Impressionism
52890,Unknown Artist,abstract_painting,Cubism
52891,Unknown Artist,still_life,Expressionism
52892,fernando-botero,portrait,Naive_Art_Primitivism
52893,Unknown Artist,portrait,Realism
52894,ernst-ludwig-kirchner,landscape,Expressionism
52895,Unknown Artist,nude_painting,Pop_Art
52896,francisco-goya,portrait,Romanticism
52897,Unknown Artist,landscape,Impressionism
52898,niko-pirosmani,portrait,Naive_Art_Primitivism
52899,Unknown Artist,portrait,Rococo
52900,Unknown Artist,religious_painting,Baroque
52901,Unknown Artist,religious_painting,Early_Renaissance
52902,Unknown Artist,landscape,Impressionism
52903,Unknown Artist,abstract_painting,Cubism
52904,Unknown Artist,cityscape,Naive_Art_Primitivism
52905,hieronymus-bosch,religious_painting,Northern_Renaissance
52906,ivan-kramskoy,portrait,Realism
52907,Unknown Artist,landscape,Post_Impressionism
52908,Unknown Artist,genre_painting,Expressionism
52909,william-merritt-chase,genre_painting,Impressionism
52910,james-tissot,portrait,Impressionism
52911,henri-matisse,portrait,Expressionism
52912,Unknown Artist,religious_painting,Baroque
52913,Unknown Artist,abstract_painting,Abstract_Expressionism
52914,gustave-loiseau,landscape,Post_Impressionism
52915,Unknown Artist,abstract_painting,Color_Field_Painting
52916,Unknown Artist,portrait,Northern_Renaissance
52917,david-burliuk,genre_painting,Naive_Art_Primitivism
52918,Unknown Artist,religious_painting,High_Renaissance
52919,joaquã­n-sorolla,genre_painting,Impressionism
52920,peter-paul-rubens,genre_painting,Baroque
52921,amedeo-modigliani,portrait,Expressionism
52922,alfred-sisley,landscape,Impressionism
52923,Unknown Artist,landscape,Contemporary_Realism
52924,Unknown Artist,cityscape,Post_Impressionism
52925,Unknown Artist,illustration,Expressionism
52926,Unknown Artist,landscape,Northern_Renaissance
52927,Unknown Artist,abstract_painting,Minimalism
52928,Unknown Artist,landscape,Rococo
52929,henri-de-toulouse-lautrec,nude_painting,Post_Impressionism
52930,Unknown Artist,landscape,Romanticism
52931,konstantin-somov,portrait,Realism
52932,joseph-wright,portrait,Romanticism
52933,vasily-perov,sketch_and_study,Realism
52934,Unknown Artist,religious_painting,Early_Renaissance
52935,isaac-levitan,sketch_and_study,Realism
52936,henri-fantin-latour,still_life,Realism
52937,zinaida-serebriakova,nude_painting,Expressionism
52938,Unknown Artist,portrait,Post_Impressionism
52939,Unknown Artist,landscape,Realism
52940,georges-seurat,landscape,Impressionism
52941,Unknown Artist,genre_painting,Naive_Art_Primitivism
52942,Unknown Artist,landscape,Romanticism
52943,raoul-dufy,cityscape,Post_Impressionism
52944,mary-cassatt,portrait,Impressionism
52945,Unknown Artist,landscape,Pointillism
52946,camille-corot,landscape,Realism
52947,Unknown Artist,landscape,Pointillism
52948,Unknown Artist,portrait,Expressionism
52949,Unknown Artist,cityscape,Impressionism
52950,Unknown Artist,abstract_painting,Abstract_Expressionism
52951,Unknown Artist,abstract_painting,Abstract_Expressionism
52952,Unknown Artist,portrait,Expressionism
52953,Unknown Artist,genre_painting,Symbolism
52954,Unknown Artist,cityscape,Symbolism
52955,vasily-vereshchagin,genre_painting,Realism
52956,Unknown Artist,cityscape,Pop_Art
52957,Unknown Artist,portrait,Post_Impressionism
52958,Unknown Artist,still_life,Impressionism
52959,Unknown Artist,portrait,Expressionism
52960,william-merritt-chase,genre_painting,Impressionism
52961,Unknown Artist,religious_painting,Expressionism
52962,Unknown Artist,genre_painting,Realism
52963,james-tissot,genre_painting,Realism
52964,Unknown Artist,abstract_painting,Color_Field_Painting
52965,Unknown Artist,abstract_painting,Abstract_Expressionism
52966,paul-gauguin,genre_painting,Impressionism
52967,kuzma-petrov-vodkin,portrait,Symbolism
52968,Unknown Artist,cityscape,Post_Impressionism
52969,Unknown Artist,religious_painting,Northern_Renaissance
52970,felix-vallotton,landscape,Symbolism
52971,Unknown Artist,portrait,Expressionism
52972,gustave-moreau,genre_painting,Symbolism
52973,isaac-levitan,landscape,Realism
52974,Unknown Artist,genre_painting,Naive_Art_Primitivism
52975,Unknown Artist,religious_painting,Baroque
52976,Unknown Artist,cityscape,Baroque
52977,Unknown Artist,portrait,Rococo
52978,Unknown Artist,landscape,Impressionism
52979,Unknown Artist,landscape,Impressionism
52980,Unknown Artist,abstract_painting,Abstract_Expressionism
52981,Unknown Artist,portrait,Post_Impressionism
52982,Unknown Artist,landscape,Art_Nouveau
52983,david-burliuk,portrait,Post_Impressionism
52984,egon-schiele,cityscape,Art_Nouveau
52985,Unknown Artist,portrait,Realism
52986,Unknown Artist,genre_painting,Contemporary_Realism
52987,john-henry-twachtman,cityscape,Impressionism
52988,isaac-levitan,landscape,Realism
52989,giovanni-boldini,genre_painting,Impressionism
52990,Unknown Artist,nude_painting,Post_Impressionism
52991,theo-van-rysselberghe,portrait,Pointillism
52992,gene-davis,abstract_painting,Color_Field_Painting
52993,hans-memling,religious_painting,Northern_Renaissance
52994,gene-davis,abstract_painting,Color_Field_Painting
52995,Unknown Artist,sketch_and_study,Early_Renaissance
52996,maurice-prendergast,cityscape,Impressionism
52997,Unknown Artist,cityscape,Post_Impressionism
52998,gustave-loiseau,cityscape,Post_Impressionism
52999,Unknown Artist,portrait,Symbolism
53000,henri-matisse,landscape,Impressionism
53001,Unknown Artist,portrait,Ukiyo_e
53002,bartolome-esteban-murillo,religious_painting,Baroque
53003,Unknown Artist,abstract_painting,Color_Field_Painting
53004,Unknown Artist,genre_painting,Contemporary_Realism
53005,Unknown Artist,portrait,Cubism
53006,antoine-blanchard,cityscape,Impressionism
53007,Unknown Artist,portrait,Northern_Renaissance
53008,aleksey-savrasov,cityscape,Realism
53009,thomas-eakins,nude_painting,Realism
53010,Unknown Artist,genre_painting,Baroque
53011,Unknown Artist,landscape,Post_Impressionism
53012,Unknown Artist,abstract_painting,Color_Field_Painting
53013,Unknown Artist,portrait,Romanticism
53014,Unknown Artist,still_life,Pop_Art
53015,paul-gauguin,genre_painting,Post_Impressionism
53016,maxime-maufra,landscape,Post_Impressionism
53017,Unknown Artist,abstract_painting,Abstract_Expressionism
53018,Unknown Artist,portrait,Ukiyo_e
53019,Unknown Artist,still_life,Post_Impressionism
53020,katsushika-hokusai,genre_painting,Ukiyo_e
53021,Unknown Artist,genre_painting,Rococo
53022,Unknown Artist,abstract_painting,Color_Field_Painting
53023,Unknown Artist,still_life,Post_Impressionism
53024,ferdinand-hodler,genre_painting,Art_Nouveau
53025,Unknown Artist,portrait,Rococo
53026,alfred-sisley,cityscape,Impressionism
53027,Unknown Artist,portrait,Expressionism
53028,Unknown Artist,religious_painting,Symbolism
53029,Unknown Artist,landscape,Post_Impressionism
53030,Unknown Artist,genre_painting,Realism
53031,Unknown Artist,genre_painting,Pop_Art
53032,Unknown Artist,landscape,Impressionism
53033,Unknown Artist,portrait,Rococo
53034,Unknown Artist,abstract_painting,Abstract_Expressionism
53035,pietro-perugino,religious_painting,Early_Renaissance
53036,william-turner,landscape,Romanticism
53037,gustave-caillebotte,cityscape,Impressionism
53038,Unknown Artist,still_life,Post_Impressionism
53039,niko-pirosmani,portrait,Naive_Art_Primitivism
53040,ernst-ludwig-kirchner,portrait,Expressionism
53041,william-merritt-chase,portrait,Impressionism
53042,vasily-perov,genre_painting,Realism
53043,thomas-gainsborough,portrait,Rococo
53044,henri-matisse,still_life,Expressionism
53045,henri-matisse,nude_painting,Expressionism
53046,ivan-kramskoy,portrait,Realism
53047,Unknown Artist,cityscape,Cubism
53048,juan-gris,landscape,Cubism
53049,Unknown Artist,portrait,Northern_Renaissance
53050,alfred-sisley,landscape,Impressionism
53051,antoine-blanchard,cityscape,Impressionism
53052,Unknown Artist,abstract_painting,Abstract_Expressionism
53053,hans-memling,religious_painting,Northern_Renaissance
53054,camille-corot,landscape,Realism
53055,Unknown Artist,genre_painting,Pointillism
53056,Unknown Artist,portrait,Romanticism
53057,Unknown Artist,nude_painting,New_Realism
53058,Unknown Artist,nude_painting,Fauvism
53059,jacob-jordaens,genre_painting,Baroque
53060,Unknown Artist,cityscape,Art_Nouveau
53061,camille-corot,landscape,Realism
53062,Unknown Artist,religious_painting,Northern_Renaissance
53063,Unknown Artist,religious_painting,High_Renaissance
53064,paul-gauguin,landscape,Post_Impressionism
53065,Unknown Artist,genre_painting,Realism
53066,anthony-van-dyck,portrait,Baroque
53067,Unknown Artist,cityscape,Post_Impressionism
53068,Unknown Artist,portrait,Early_Renaissance
53069,giovanni-boldini,portrait,Realism
53070,Unknown Artist,landscape,Impressionism
53071,david-burliuk,genre_painting,Naive_Art_Primitivism
53072,Unknown Artist,abstract_painting,Color_Field_Painting
53073,Unknown Artist,religious_painting,Early_Renaissance
53074,pierre-bonnard,portrait,Post_Impressionism
53075,Unknown Artist,abstract_painting,Minimalism
53076,Unknown Artist,cityscape,Impressionism
53077,Unknown Artist,abstract_painting,Color_Field_Painting
53078,fernando-botero,religious_painting,Naive_Art_Primitivism
53079,james-tissot,genre_painting,Realism
53080,Unknown Artist,religious_painting,Mannerism_Late_Renaissance
53081,Unknown Artist,genre_painting,Baroque
53082,Unknown Artist,portrait,Expressionism
53083,konstantin-korovin,cityscape,Impressionism
53084,david-burliuk,portrait,Naive_Art_Primitivism
53085,edvard-munch,nude_painting,Expressionism
53086,william-turner,cityscape,Romanticism
53087,Unknown Artist,still_life,Cubism
53088,Unknown Artist,landscape,Impressionism
53089,katsushika-hokusai,landscape,Ukiyo_e
53090,fernand-leger,portrait,Cubism
53091,Unknown Artist,religious_painting,Early_Renaissance
53092,Unknown Artist,cityscape,Realism
53093,Unknown Artist,still_life,Realism
53094,camille-corot,landscape,Realism
53095,Unknown Artist,landscape,Impressionism
53096,Unknown Artist,abstract_painting,Minimalism
53097,Unknown Artist,landscape,Romanticism
53098,berthe-morisot,genre_painting,Impressionism
53099,juan-gris,still_life,Cubism
53100,sam-francis,abstract_painting,Abstract_Expressionism
53101,Unknown Artist,abstract_painting,Color_Field_Painting
53102,Unknown Artist,religious_painting,Early_Renaissance
53103,Unknown Artist,landscape,Romanticism
53104,theo-van-rysselberghe,cityscape,Pointillism
53105,ernst-ludwig-kirchner,genre_painting,Cubism
53106,el-greco,portrait,Mannerism_Late_Renaissance
53107,Unknown Artist,abstract_painting,Color_Field_Painting
53108,Unknown Artist,genre_painting,Symbolism
53109,Unknown Artist,genre_painting,Rococo
53110,dante-gabriel-rossetti,genre_painting,Romanticism
53111,Unknown Artist,religious_painting,Symbolism
53112,giovanni-boldini,portrait,Realism
53113,Unknown Artist,genre_painting,Baroque
53114,Unknown Artist,genre_painting,Expressionism
53115,Unknown Artist,portrait,Realism
53116,Unknown Artist,genre_painting,Impressionism
53117,utagawa-kuniyoshi,portrait,Ukiyo_e
53118,Unknown Artist,still_life,Cubism
53119,Unknown Artist,landscape,Expressionism
53120,Unknown Artist,abstract_painting,Color_Field_Painting
53121,Unknown Artist,portrait,Impressionism
53122,alfred-sisley,landscape,Impressionism
53123,Unknown Artist,cityscape,Impressionism
53124,karl-bryullov,portrait,Romanticism
53125,Unknown Artist,cityscape,Rococo
53126,antoine-blanchard,cityscape,Impressionism
53127,Unknown Artist,portrait,Rococo
53128,Unknown Artist,illustration,Expressionism
53129,ernst-ludwig-kirchner,landscape,Expressionism
53130,gene-davis,abstract_painting,Color_Field_Painting
53131,Unknown Artist,abstract_painting,Abstract_Expressionism
53132,utagawa-kuniyoshi,genre_painting,Ukiyo_e
53133,Unknown Artist,genre_painting,Rococo
53134,Unknown Artist,genre_painting,Mannerism_Late_Renaissance
53135,giovanni-boldini,genre_painting,Impressionism
53136,vasily-perov,genre_painting,Realism
53137,egon-schiele,genre_painting,Expressionism
53138,camille-corot,genre_painting,Realism
53139,Unknown Artist,genre_painting,Impressionism
53140,Unknown Artist,genre_painting,Cubism
53141,Unknown Artist,genre_painting,Impressionism
53142,nikolay-bogdanov-belsky,genre_painting,Impressionism
53143,Unknown Artist,genre_painting,Realism
53144,edvard-munch,genre_painting,Expressionism
53145,william-merritt-chase,genre_painting,Impressionism
53146,giovanni-boldini,genre_painting,Impressionism
53147,Unknown Artist,genre_painting,Naive_Art_Primitivism
53148,Unknown Artist,genre_painting,Expressionism
53149,sir-lawrence-alma-tadema,genre_painting,Romanticism
53150,francisco-goya,genre_painting,Romanticism
53151,Unknown Artist,genre_painting,Realism
53152,francisco-goya,genre_painting,Romanticism
53153,Unknown Artist,genre_painting,Pop_Art
53154,Unknown Artist,genre_painting,Contemporary_Realism
53155,nikolay-bogdanov-belsky,genre_painting,Realism
53156,niko-pirosmani,genre_painting,Naive_Art_Primitivism
53157,Unknown Artist,genre_painting,Impressionism
53158,Unknown Artist,genre_painting,Expressionism
53159,Unknown Artist,genre_painting,Romanticism
53160,Unknown Artist,genre_painting,Romanticism
53161,joaquã­n-sorolla,genre_painting,Impressionism
53162,Unknown Artist,genre_painting,Impressionism
53163,joseph-wright,genre_painting,Romanticism
53164,mary-cassatt,genre_painting,Impressionism
53165,Unknown Artist,genre_painting,Realism
53166,henri-martin,genre_painting,Impressionism
53167,Unknown Artist,genre_painting,Art_Nouveau
53168,maurice-prendergast,genre_painting,Post_Impressionism
53169,Unknown Artist,genre_painting,Fauvism
53170,Unknown Artist,genre_painting,Post_Impressionism
53171,Unknown Artist,genre_painting,Baroque
53172,Unknown Artist,genre_painting,Naive_Art_Primitivism
53173,paul-gauguin,genre_painting,Post_Impressionism
53174,berthe-morisot,genre_painting,Impressionism
53175,Unknown Artist,genre_painting,Baroque
53176,james-tissot,genre_painting,Realism
53177,Unknown Artist,genre_painting,Naive_Art_Primitivism
53178,Unknown Artist,genre_painting,Baroque
53179,Unknown Artist,genre_painting,Art_Nouveau
53180,gustave-courbet,genre_painting,Realism
53181,joaquã­n-sorolla,genre_painting,Impressionism
53182,Unknown Artist,genre_painting,Ukiyo_e
53183,Unknown Artist,genre_painting,Rococo
53184,Unknown Artist,genre_painting,Post_Impressionism
53185,Unknown Artist,genre_painting,Realism
53186,Unknown Artist,genre_painting,Contemporary_Realism
53187,vasily-polenov,genre_painting,Realism
53188,ernst-ludwig-kirchner,genre_painting,Expressionism
53189,Unknown Artist,genre_painting,Baroque
53190,Unknown Artist,genre_painting,Pointillism
53191,Unknown Artist,genre_painting,Expressionism
53192,maurice-prendergast,genre_painting,Pointillism
53193,berthe-morisot,genre_painting,Impressionism
53194,vasily-vereshchagin,genre_painting,Realism
53195,nikolay-bogdanov-belsky,genre_painting,Impressionism
53196,Unknown Artist,genre_painting,Pop_Art
53197,Unknown Artist,genre_painting,Expressionism
53198,lucian-freud,genre_painting,Expressionism
53199,Unknown Artist,genre_painting,Early_Renaissance
53200,peter-paul-rubens,genre_painting,Baroque
53201,Unknown Artist,genre_painting,Contemporary_Realism
53202,georges-seurat,genre_painting,Pointillism
53203,Unknown Artist,genre_painting,Post_Impressionism
53204,Unknown Artist,genre_painting,Realism
53205,Unknown Artist,genre_painting,Impressionism
53206,Unknown Artist,genre_painting,Realism
53207,katsushika-hokusai,genre_painting,Ukiyo_e
53208,egon-schiele,genre_painting,Expressionism
53209,maurice-prendergast,genre_painting,Post_Impressionism
53210,Unknown Artist,genre_painting,Baroque
53211,pierre-bonnard,genre_painting,Post_Impressionism
53212,paul-gauguin,genre_painting,Post_Impressionism
53213,Unknown Artist,genre_painting,Rococo
53214,henri-de-toulouse-lautrec,genre_painting,Art_Nouveau
53215,Unknown Artist,genre_painting,Realism
53216,Unknown Artist,genre_painting,Realism
53217,Unknown Artist,genre_painting,Ukiyo_e
53218,Unknown Artist,genre_painting,New_Realism
53219,konstantin-somov,genre_painting,Symbolism
53220,james-mcneill-whistler,genre_painting,Realism
53221,Unknown Artist,genre_painting,Baroque
53222,paul-gauguin,genre_painting,Post_Impressionism
53223,Unknown Artist,genre_painting,Expressionism
53224,maurice-prendergast,genre_painting,Impressionism
53225,Unknown Artist,genre_painting,New_Realism
53226,Unknown Artist,genre_painting,Ukiyo_e
53227,peter-paul-rubens,genre_painting,Baroque
53228,Unknown Artist,genre_painting,Baroque
53229,Unknown Artist,genre_painting,Rococo
53230,Unknown Artist,genre_painting,Fauvism
53231,james-tissot,genre_painting,Realism
53232,Unknown Artist,genre_painting,Post_Impressionism
53233,william-merritt-chase,genre_painting,Impressionism
53234,egon-schiele,genre_painting,Expressionism
53235,Unknown Artist,genre_painting,Expressionism
53236,Unknown Artist,genre_painting,Pointillism
53237,Unknown Artist,genre_painting,Expressionism
53238,Unknown Artist,genre_painting,Baroque
53239,Unknown Artist,genre_painting,Pointillism
53240,Unknown Artist,genre_painting,Expressionism
53241,Unknown Artist,genre_painting,Art_Nouveau
53242,maurice-prendergast,genre_painting,Post_Impressionism
53243,katsushika-hokusai,genre_painting,Ukiyo_e
53244,pierre-bonnard,genre_painting,Post_Impressionism
53245,Unknown Artist,genre_painting,Symbolism
53246,felix-vallotton,genre_painting,Post_Impressionism
53247,Unknown Artist,genre_painting,Realism
53248,Unknown Artist,genre_painting,Post_Impressionism
53249,Unknown Artist,genre_painting,Realism
53250,francisco-goya,genre_painting,Romanticism
53251,gustave-caillebotte,genre_painting,Impressionism
53252,Unknown Artist,genre_painting,Art_Nouveau
53253,berthe-morisot,genre_painting,Impressionism
53254,edouard-manet,genre_painting,Impressionism
53255,Unknown Artist,genre_painting,Expressionism
53256,Unknown Artist,genre_painting,Baroque
53257,paul-gauguin,genre_painting,Post_Impressionism
53258,maurice-prendergast,genre_painting,Impressionism
53259,mary-cassatt,genre_painting,Impressionism
53260,Unknown Artist,genre_painting,Cubism
53261,Unknown Artist,genre_painting,Romanticism
53262,Unknown Artist,genre_painting,Naive_Art_Primitivism
53263,aleksey-savrasov,genre_painting,Realism
53264,Unknown Artist,genre_painting,Expressionism
53265,Unknown Artist,genre_painting,Expressionism
53266,Unknown Artist,genre_painting,Impressionism
53267,Unknown Artist,genre_painting,Ukiyo_e
53268,Unknown Artist,genre_painting,Realism
53269,Unknown Artist,genre_painting,Baroque
53270,Unknown Artist,genre_painting,Expressionism
53271,Unknown Artist,genre_painting,Romanticism
53272,Unknown Artist,genre_painting,Expressionism
53273,Unknown Artist,genre_painting,Impressionism
53274,Unknown Artist,genre_painting,High_Renaissance
53275,Unknown Artist,genre_painting,Naive_Art_Primitivism
53276,Unknown Artist,genre_painting,Expressionism
53277,sir-lawrence-alma-tadema,genre_painting,Romanticism
53278,Unknown Artist,genre_painting,Post_Impressionism
53279,Unknown Artist,genre_painting,Art_Nouveau
53280,Unknown Artist,genre_painting,Naive_Art_Primitivism
53281,Unknown Artist,genre_painting,Realism
53282,Unknown Artist,genre_painting,Rococo
53283,Unknown Artist,genre_painting,Realism
53284,Unknown Artist,genre_painting,Baroque
53285,theo-van-rysselberghe,genre_painting,Realism
53286,Unknown Artist,genre_painting,Realism
53287,james-tissot,genre_painting,Realism
53288,Unknown Artist,genre_painting,Rococo
53289,Unknown Artist,genre_painting,Romanticism
53290,eugene-delacroix,genre_painting,Romanticism
53291,Unknown Artist,genre_painting,Romanticism
53292,Unknown Artist,genre_painting,Impressionism
53293,vasily-perov,genre_painting,Realism
53294,Unknown Artist,genre_painting,Pop_Art
53295,Unknown Artist,genre_painting,Baroque
53296,Unknown Artist,genre_painting,Realism
53297,Unknown Artist,genre_painting,Fauvism
53298,Unknown Artist,genre_painting,Realism
53299,Unknown Artist,genre_painting,Romanticism
53300,Unknown Artist,genre_painting,Art_Nouveau
53301,katsushika-hokusai,genre_painting,Ukiyo_e
53302,Unknown Artist,genre_painting,Baroque
53303,Unknown Artist,genre_painting,Post_Impressionism
53304,Unknown Artist,genre_painting,Post_Impressionism
53305,Unknown Artist,genre_painting,Realism
53306,Unknown Artist,genre_painting,Cubism
53307,edvard-munch,genre_painting,Expressionism
53308,Unknown Artist,genre_painting,Impressionism
53309,Unknown Artist,genre_painting,Cubism
53310,william-merritt-chase,genre_painting,Impressionism
